symbol,marketCap,enterpriseValueTTM,evToSalesTTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,evToEBITDATTM,netDebtToEBITDATTM,currentRatioTTM,incomeQualityTTM,grahamNumberTTM,grahamNetNetTTM,taxBurdenTTM,interestBurdenTTM,workingCapitalTTM,investedCapitalTTM,returnOnAssetsTTM,operatingReturnOnAssetsTTM,returnOnTangibleAssetsTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnCapitalEmployedTTM,earningsYieldTTM,freeCashFlowYieldTTM,capexToOperatingCashFlowTTM,capexToDepreciationTTM,capexToRevenueTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,stockBasedCompensationToRevenueTTM,intangiblesToTotalAssetsTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysOfSalesOutstandingTTM,daysOfPayablesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,cashConversionCycleTTM,freeCashFlowToEquityTTM,freeCashFlowToFirmTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM
AAPL,4004539426530,4083377426530,9.81201368347827,36.62813213370769,41.34354011491692,28.13696762466839,0.5432420327304048,0.8932929222186667,0.995286135166503,28.8371936709443,-11.588738000468274,0.8438999766441395,0.9947686750058085,-17674000000,43365000000,0.3117962593356549,0.38524124991313613,0.3117962593356549,1.6404691029851675,0.5196842110031786,0.6872062393471412,0.027648645822287335,0.02466376016819074,0.11405428679069267,1.0869379381090785,0.030553079216937677,0,0.08302075398703868,0.030908710811440764,0,59896000000,60117000000,5821500000,63.9879878220208,115.40052498189719,9.445465242577843,73.43345306459864,-41.967071917298554,19929000000,110627042183.6976,73733000000,-137551000000
